YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION
2001,3,RI,Total Electric Power Industry,Petroleum (Barrels),15780
2001,3,RI,Total Electric Power Industry,Natural Gas (Mcf),4503490
2001,3,SC,Total Electric Power Industry,Coal (Short Tons),1227701
2001,3,SC,Total Electric Power Industry,Petroleum (Barrels),92612
2001,3,SC,Total Electric Power Industry,Natural Gas (Mcf),330259
2001,3,SD,Total Electric Power Industry,Coal (Short Tons),202430
2001,3,SD,Total Electric Power Industry,Petroleum (Barrels),3303
2001,3,SD,Total Electric Power Industry,Natural Gas (Mcf),599731
2001,3,TN,Total Electric Power Industry,Coal (Short Tons),1976085
2001,3,TN,Total Electric Power Industry,Petroleum (Barrels),42483
2001,3,TN,Total Electric Power Industry,Natural Gas (Mcf),164898
2001,3,TX,Total Electric Power Industry,Coal (Short Tons),7589386
2001,3,TX,Total Electric Power Industry,Petroleum (Barrels),478155
2001,3,TX,Total Electric Power Industry,Natural Gas (Mcf),116486647
2001,3,UT,Total Electric Power Industry,Coal (Short Tons),1084987
2001,3,UT,Total Electric Power Industry,Petroleum (Barrels),7290
2001,3,UT,Total Electric Power Industry,Natural Gas (Mcf),1669241
2001,3,VA,Total Electric Power Industry,Coal (Short Tons),1312509
2001,3,VA,Total Electric Power Industry,Petroleum (Barrels),1170501
2001,3,VA,Total Electric Power Industry,Natural Gas (Mcf),732833
2001,3,VT,Total Electric Power Industry,Petroleum (Barrels),2708
2001,3,VT,Total Electric Power Industry,Natural Gas (Mcf),6362
2001,3,WA,Total Electric Power Industry,Coal (Short Tons),559480
2001,3,WA,Total Electric Power Industry,Petroleum (Barrels),29191
2001,3,WA,Total Electric Power Industry,Natural Gas (Mcf),9058675
2001,3,WI,Total Electric Power Industry,Coal (Short Tons),1827117
2001,3,WI,Total Electric Power Industry,Petroleum (Barrels),76595
2001,3,WI,Total Electric Power Industry,Natural Gas (Mcf),2196191
2001,3,WV,Total Electric Power Industry,Coal (Short Tons),2798149
2001,3,WV,Total Electric Power Industry,Petroleum (Barrels),45453
2001,3,WV,Total Electric Power Industry,Natural Gas (Mcf),71860
2001,3,WY,Total Electric Power Industry,Coal (Short Tons),2408132
2001,3,WY,Total Electric Power Industry,Petroleum (Barrels),4659
2001,3,WY,Total Electric Power Industry,Natural Gas (Mcf),691514
2001,4,AK,Total Electric Power Industry,Coal (Short Tons),38312
2001,4,AK,Total Electric Power Industry,Petroleum (Barrels),139999
2001,4,AK,Total Electric Power Industry,Natural Gas (Mcf),3123994
2001,4,AL,Total Electric Power Industry,Coal (Short Tons),2186792
2001,4,AL,Total Electric Power Industry,Petroleum (Barrels),168367
2001,4,AL,Total Electric Power Industry,Natural Gas (Mcf),5357851
2001,4,AR,Total Electric Power Industry,Coal (Short Tons),963179
2001,4,AR,Total Electric Power Industry,Petroleum (Barrels),89573
2001,4,AR,Total Electric Power Industry,Natural Gas (Mcf),2915412
2001,4,AZ,Total Electric Power Industry,Coal (Short Tons),1778998
2001,4,AZ,Total Electric Power Industry,Petroleum (Barrels),41125
2001,4,AZ,Total Electric Power Industry,Natural Gas (Mcf),11716651
2001,4,CA,Total Electric Power Industry,Coal (Short Tons),90970
2001,4,CA,Total Electric Power Industry,Petroleum (Barrels),515397
2001,4,CA,Total Electric Power Industry,Natural Gas (Mcf),84775232
2001,4,CO,Total Electric Power Industry,Coal (Short Tons),1481346
2001,4,CO,Total Electric Power Industry,Petroleum (Barrels),66507
2001,4,CO,Total Electric Power Industry,Natural Gas (Mcf),7412791
2001,4,CT,Total Electric Power Industry,Coal (Short Tons),119060
2001,4,CT,Total Electric Power Industry,Petroleum (Barrels),474902
2001,4,CT,Total Electric Power Industry,Natural Gas (Mcf),720160
2001,4,DC,Total Electric Power Industry,Petroleum (Barrels),2630
2001,4,DE,Total Electric Power Industry,Coal (Short Tons),149532
2001,4,DE,Total Electric Power Industry,Petroleum (Barrels),365870
2001,4,DE,Total Electric Power Industry,Natural Gas (Mcf),89480
2001,4,FL,Total Electric Power Industry,Coal (Short Tons),2107447
2001,4,FL,Total Electric Power Industry,Petroleum (Barrels),5675122
2001,4,FL,Total Electric Power Industry,Natural Gas (Mcf),27222958
2001,4,GA,Total Electric Power Industry,Coal (Short Tons),2484588
2001,4,GA,Total Electric Power Industry,Petroleum (Barrels),223682
2001,4,GA,Total Electric Power Industry,Natural Gas (Mcf),3134899
2001,4,HI,Total Electric Power Industry,Coal (Short Tons),47950
2001,4,HI,Total Electric Power Industry,Petroleum (Barrels),1069431
2001,4,HI,Total Electric Power Industry,Natural Gas (Mcf),0
2001,4,IA,Total Electric Power Industry,Coal (Short Tons),1613639
2001,4,IA,Total Electric Power Industry,Petroleum (Barrels),16646
2001,4,IA,Total Electric Power Industry,Natural Gas (Mcf),623544
2001,4,ID,Total Electric Power Industry,Coal (Short Tons),2920
2001,4,ID,Total Electric Power Industry,Petroleum (Barrels),576
2001,4,ID,Total Electric Power Industry,Natural Gas (Mcf),221600
2001,4,IL,Total Electric Power Industry,Coal (Short Tons),3273087
2001,4,IL,Total Electric Power Industry,Petroleum (Barrels),570612
2001,4,IL,Total Electric Power Industry,Natural Gas (Mcf),2407570
2001,4,IN,Total Electric Power Industry,Coal (Short Tons),3956826
2001,4,IN,Total Electric Power Industry,Petroleum (Barrels),59563
2001,4,IN,Total Electric Power Industry,Natural Gas (Mcf),1886531
2001,4,KS,Total Electric Power Industry,Coal (Short Tons),1423603
2001,4,KS,Total Electric Power Industry,Petroleum (Barrels),144257
2001,4,KS,Total Electric Power Industry,Natural Gas (Mcf),948909
2001,4,KY,Total Electric Power Industry,Coal (Short Tons),3113519
2001,4,KY,Total Electric Power Industry,Petroleum (Barrels),30076
2001,4,KY,Total Electric Power Industry,Natural Gas (Mcf),372190
2001,4,LA,Total Electric Power Industry,Coal (Short Tons),992830
2001,4,LA,Total Electric Power Industry,Petroleum (Barrels),651172
2001,4,LA,Total Electric Power Industry,Natural Gas (Mcf),33695183
2001,4,MA,Total Electric Power Industry,Coal (Short Tons),372746
2001,4,MA,Total Electric Power Industry,Petroleum (Barrels),625797
2001,4,MA,Total Electric Power Industry,Natural Gas (Mcf),4746440
2001,4,MD,Total Electric Power Industry,Coal (Short Tons),744480
2001,4,MD,Total Electric Power Industry,Petroleum (Barrels),510420
2001,4,MD,Total Electric Power Industry,Natural Gas (Mcf),906877
2001,4,ME,Total Electric Power Industry,Coal (Short Tons),13520
2001,4,ME,Total Electric Power Industry,Petroleum (Barrels),203900
2001,4,ME,Total Electric Power Industry,Natural Gas (Mcf),3744810
2001,4,MI,Total Electric Power Industry,Coal (Short Tons),2522740
2001,4,MI,Total Electric Power Industry,Petroleum (Barrels),48275
2001,4,MI,Total Electric Power Industry,Natural Gas (Mcf),5947269
2001,4,MN,Total Electric Power Industry,Coal (Short Tons),1249119
2001,4,MN,Total Electric Power Industry,Petroleum (Barrels),62815
2001,4,MN,Total Electric Power Industry,Natural Gas (Mcf),1003261
2001,4,MO,Total Electric Power Industry,Coal (Short Tons),2736342
2001,4,MO,Total Electric Power Industry,Petroleum (Barrels),16280
2001,4,MO,Total Electric Power Industry,Natural Gas (Mcf),2201273
2001,4,MS,Total Electric Power Industry,Coal (Short Tons),721789
2001,4,MS,Total Electric Power Industry,Petroleum (Barrels),756958
2001,4,MS,Total Electric Power Industry,Natural Gas (Mcf),10268572
2001,4,MT,Total Electric Power Industry,Coal (Short Tons),662321
2001,4,MT,Total Electric Power Industry,Petroleum (Barrels),82918
2001,4,MT,Total Electric Power Industry,Natural Gas (Mcf),10526
2001,4,NC,Total Electric Power Industry,Coal (Short Tons),2199688
2001,4,NC,Total Electric Power Industry,Petroleum (Barrels),224207
2001,4,NC,Total Electric Power Industry,Natural Gas (Mcf),467933
2001,4,ND,Total Electric Power Industry,Coal (Short Tons),1897748
2001,4,ND,Total Electric Power Industry,Petroleum (Barrels),7667
2001,4,ND,Total Electric Power Industry,Natural Gas (Mcf),1420
2001,4,NE,Total Electric Power Industry,Coal (Short Tons),894740
2001,4,NE,Total Electric Power Industry,Petroleum (Barrels),3330
2001,4,NE,Total Electric Power Industry,Natural Gas (Mcf),312902
2001,4,NH,Total Electric Power Industry,Coal (Short Tons),105608
2001,4,NH,Total Electric Power Industry,Petroleum (Barrels),116266
2001,4,NH,Total Electric Power Industry,Natural Gas (Mcf),92210
2001,4,NJ,Total Electric Power Industry,Coal (Short Tons),254378
2001,4,NJ,Total Electric Power Industry,Petroleum (Barrels),176420
2001,4,NJ,Total Electric Power Industry,Natural Gas (Mcf),9700334
2001,4,NM,Total Electric Power Industry,Coal (Short Tons),908739
2001,4,NM,Total Electric Power Industry,Petroleum (Barrels),7817
2001,4,NM,Total Electric Power Industry,Natural Gas (Mcf),5294384
2001,4,NV,Total Electric Power Industry,Coal (Short Tons),411662
2001,4,NV,Total Electric Power Industry,Petroleum (Barrels),295895
2001,4,NV,Total Electric Power Industry,Natural Gas (Mcf),6657771
2001,4,NY,Total Electric Power Industry,Coal (Short Tons),726570
2001,4,NY,Total Electric Power Industry,Petroleum (Barrels),2837332
2001,4,NY,Total Electric Power Industry,Natural Gas (Mcf),17182977
2001,4,OH,Total Electric Power Industry,Coal (Short Tons),4157805
2001,4,OH,Total Electric Power Industry,Petroleum (Barrels),114223
2001,4,OH,Total Electric Power Industry,Natural Gas (Mcf),703181
2001,4,OK,Total Electric Power Industry,Coal (Short Tons),1353058
2001,4,OK,Total Electric Power Industry,Petroleum (Barrels),11110
2001,4,OK,Total Electric Power Industry,Natural Gas (Mcf),10910721
2001,4,OR,Total Electric Power Industry,Coal (Short Tons),230735
2001,4,OR,Total Electric Power Industry,Petroleum (Barrels),556
2001,4,OR,Total Electric Power Industry,Natural Gas (Mcf),5967466
2001,4,PA,Total Electric Power Industry,Coal (Short Tons),3653947
2001,4,PA,Total Electric Power Industry,Petroleum (Barrels),960097
2001,4,PA,Total Electric Power Industry,Natural Gas (Mcf),1063475
2001,4,RI,Total Electric Power Industry,Petroleum (Barrels),15770
2001,4,RI,Total Electric Power Industry,Natural Gas (Mcf),3597430
2001,4,SC,Total Electric Power Industry,Coal (Short Tons),977716
2001,4,SC,Total Electric Power Industry,Petroleum (Barrels),77404
2001,4,SC,Total Electric Power Industry,Natural Gas (Mcf),362764
2001,4,SD,Total Electric Power Industry,Coal (Short Tons),204661
2001,4,SD,Total Electric Power Industry,Petroleum (Barrels),3667
2001,4,SD,Total Electric Power Industry,Natural Gas (Mcf),632172
2001,4,TN,Total Electric Power Industry,Coal (Short Tons),2147488
2001,4,TN,Total Electric Power Industry,Petroleum (Barrels),46591
2001,4,TN,Total Electric Power Industry,Natural Gas (Mcf),225160
2001,4,TX,Total Electric Power Industry,Coal (Short Tons),6881272
2001,4,TX,Total Electric Power Industry,Petroleum (Barrels),296953
2001,4,TX,Total Electric Power Industry,Natural Gas (Mcf),130106540
2001,4,UT,Total Electric Power Industry,Coal (Short Tons),1073739
2001,4,UT,Total Electric Power Industry,Petroleum (Barrels),8381
2001,4,UT,Total Electric Power Industry,Natural Gas (Mcf),1881363
2001,4,VA,Total Electric Power Industry,Coal (Short Tons),1142288
2001,4,VA,Total Electric Power Industry,Petroleum (Barrels),1085490
2001,4,VA,Total Electric Power Industry,Natural Gas (Mcf),1217777
2001,4,VT,Total Electric Power Industry,Petroleum (Barrels),2912
2001,4,VT,Total Electric Power Industry,Natural Gas (Mcf),2437
2001,4,WA,Total Electric Power Industry,Coal (Short Tons),397360
2001,4,WA,Total Electric Power Industry,Petroleum (Barrels),18358
2001,4,WA,Total Electric Power Industry,Natural Gas (Mcf),9072420
2001,4,WI,Total Electric Power Industry,Coal (Short Tons),1964800
2001,4,WI,Total Electric Power Industry,Petroleum (Barrels),80335
2001,4,WI,Total Electric Power Industry,Natural Gas (Mcf),1037513
2001,4,WV,Total Electric Power Industry,Coal (Short Tons),2593201
2001,4,WV,Total Electric Power Industry,Petroleum (Barrels),32238
2001,4,WV,Total Electric Power Industry,Natural Gas (Mcf),93669
2001,4,WY,Total Electric Power Industry,Coal (Short Tons),1997013
2001,4,WY,Total Electric Power Industry,Petroleum (Barrels),3304
2001,4,WY,Total Electric Power Industry,Natural Gas (Mcf),448398
2001,5,AK,Total Electric Power Industry,Coal (Short Tons),41169
2001,5,AK,Total Electric Power Industry,Petroleum (Barrels),135941
2001,5,AK,Total Electric Power Industry,Natural Gas (Mcf),2997058
2001,5,AL,Total Electric Power Industry,Coal (Short Tons),2800328
2001,5,AL,Total Electric Power Industry,Petroleum (Barrels),86187
2001,5,AL,Total Electric Power Industry,Natural Gas (Mcf),6372594
2001,5,AR,Total Electric Power Industry,Coal (Short Tons),1190280
2001,5,AR,Total Electric Power Industry,Petroleum (Barrels),88189
2001,5,AR,Total Electric Power Industry,Natural Gas (Mcf),1942500
2001,5,AZ,Total Electric Power Industry,Coal (Short Tons),1808466
2001,5,AZ,Total Electric Power Industry,Petroleum (Barrels),51063
2001,5,AZ,Total Electric Power Industry,Natural Gas (Mcf),14932762
2001,5,CA,Total Electric Power Industry,Coal (Short Tons),86680
2001,5,CA,Total Electric Power Industry,Petroleum (Barrels),546829
2001,5,CA,Total Electric Power Industry,Natural Gas (Mcf),87603937
2001,5,CO,Total Electric Power Industry,Coal (Short Tons),1725317
2001,5,CO,Total Electric Power Industry,Petroleum (Barrels),54546
2001,5,CO,Total Electric Power Industry,Natural Gas (Mcf),6782807
2001,5,CT,Total Electric Power Industry,Coal (Short Tons),121150
2001,5,CT,Total Electric Power Industry,Petroleum (Barrels),634310
2001,5,CT,Total Electric Power Industry,Natural Gas (Mcf),1288060
2001,5,DC,Total Electric Power Industry,Petroleum (Barrels),15230
2001,5,DE,Total Electric Power Industry,Coal (Short Tons),123706
2001,5,DE,Total Electric Power Industry,Petroleum (Barrels),284332
2001,5,DE,Total Electric Power Industry,Natural Gas (Mcf),958758
2001,5,FL,Total Electric Power Industry,Coal (Short Tons),2403321
2001,5,FL,Total Electric Power Industry,Petroleum (Barrels),6012460
2001,5,FL,Total Electric Power Industry,Natural Gas (Mcf),29783428
2001,5,GA,Total Electric Power Industry,Coal (Short Tons),2637472
2001,5,GA,Total Electric Power Industry,Petroleum (Barrels),201003
2001,5,GA,Total Electric Power Industry,Natural Gas (Mcf),3076830
2001,5,HI,Total Electric Power Industry,Coal (Short Tons),60310
2001,5,HI,Total Electric Power Industry,Petroleum (Barrels),1115658
2001,5,HI,Total Electric Power Industry,Natural Gas (Mcf),0
2001,5,IA,Total Electric Power Industry,Coal (Short Tons),1711201
2001,5,IA,Total Electric Power Industry,Petroleum (Barrels),29638
2001,5,IA,Total Electric Power Industry,Natural Gas (Mcf),804440
2001,5,ID,Total Electric Power Industry,Coal (Short Tons),5120
2001,5,ID,Total Electric Power Industry,Petroleum (Barrels),834
2001,5,ID,Total Electric Power Industry,Natural Gas (Mcf),252640
2001,5,IL,Total Electric Power Industry,Coal (Short Tons),3648772
2001,5,IL,Total Electric Power Industry,Petroleum (Barrels),59424
2001,5,IL,Total Electric Power Industry,Natural Gas (Mcf),4273350
2001,5,IN,Total Electric Power Industry,Coal (Short Tons),4368405
2001,5,IN,Total Electric Power Industry,Petroleum (Barrels),47016
2001,5,IN,Total Electric Power Industry,Natural Gas (Mcf),1348865
2001,5,KS,Total Electric Power Industry,Coal (Short Tons),1607545
2001,5,KS,Total Electric Power Industry,Petroleum (Barrels),100768
2001,5,KS,Total Electric Power Industry,Natural Gas (Mcf),1206738
2001,5,KY,Total Electric Power Industry,Coal (Short Tons),3261697
2001,5,KY,Total Electric Power Industry,Petroleum (Barrels),16491
2001,5,KY,Total Electric Power Industry,Natural Gas (Mcf),463231
2001,5,LA,Total Electric Power Industry,Coal (Short Tons),1275251
2001,5,LA,Total Electric Power Industry,Petroleum (Barrels),338341
2001,5,LA,Total Electric Power Industry,Natural Gas (Mcf),32772583
2001,5,MA,Total Electric Power Industry,Coal (Short Tons),260236
2001,5,MA,Total Electric Power Industry,Petroleum (Barrels),1035156
2001,5,MA,Total Electric Power Industry,Natural Gas (Mcf),7145311
2001,5,MD,Total Electric Power Industry,Coal (Short Tons),850790
2001,5,MD,Total Electric Power Industry,Petroleum (Barrels),418461
2001,5,MD,Total Electric Power Industry,Natural Gas (Mcf),1112540
2001,5,ME,Total Electric Power Industry,Coal (Short Tons),16480
2001,5,ME,Total Electric Power Industry,Petroleum (Barrels),237550
2001,5,ME,Total Electric Power Industry,Natural Gas (Mcf),5485840
2001,5,MI,Total Electric Power Industry,Coal (Short Tons),2721462
2001,5,MI,Total Electric Power Industry,Petroleum (Barrels),91796
2001,5,MI,Total Electric Power Industry,Natural Gas (Mcf),6885832
2001,5,MN,Total Electric Power Industry,Coal (Short Tons),1237067
2001,5,MN,Total Electric Power Industry,Petroleum (Barrels),65193
2001,5,MN,Total Electric Power Industry,Natural Gas (Mcf),1144147
2001,5,MO,Total Electric Power Industry,Coal (Short Tons),2858912
2001,5,MO,Total Electric Power Industry,Petroleum (Barrels),106376
2001,5,MO,Total Electric Power Industry,Natural Gas (Mcf),2160385
2001,5,MS,Total Electric Power Industry,Coal (Short Tons),538289
2001,5,MS,Total Electric Power Industry,Petroleum (Barrels),1209560
2001,5,MS,Total Electric Power Industry,Natural Gas (Mcf),10949197
2001,5,MT,Total Electric Power Industry,Coal (Short Tons),662388
